N1	T1	N2	T2	N3	T3	N4	T4	N5	T5	N6	T6	N7	T7	N8	T8	N9	T9	N10	T10	N11	T11	N12	T12	N13	T13
chr14:100990097	0.363636363636364	0	0.666666666666667	0	0	0.454545454545455	0	0.615384615384615	1	0.227272727272727	0.761904761904762	0.545454545454545	0	0	0.363636363636364	0	0.705882352941177	0.4	0.818181818181818	0	0.615384615384615	0.388888888888889	0.909090909090909	0.181818181818182	0.714285714285714	0.571428571428571
chr14:100992835	0.875	0.923076923076923	0.6875	0	0	0.727272727272727	1	0.5	0.923076923076923	0.8	0.833333333333333	0.388888888888889	0.944444444444444	0.866666666666667	0.733333333333333	0.625	0	0.533333333333333	0.647058823529412	0.363636363636364	0.923076923076923	0.611111111111111	0.823529411764706	0.333333333333333	0.882352941176471	0
chr14:100992918	0.80952380952381	0.375	0.5	0	0.818181818181818	0	0	0	0.833333333333333	0.210526315789474	0.727272727272727	0.526315789473684	1	0.333333333333333	0	0.4375	0.666666666666667	0.421052631578947	0.307692307692308	0	0.6875	0.375	0.571428571428571	0.294117647058824	0.761904761904762	0
chr14:100993202	0.730769230769231	0.388888888888889	0.7	0.571428571428571	0.904761904761905	0.428571428571429	0.944444444444444	0.25	0.923076923076923	0.1	0.730769230769231	0.111111111111111	0.92	0.416666666666667	0.689655172413793	0.423076923076923	0.85	0.428571428571429	0.791666666666667	0.428571428571429	0.727272727272727	0.529411764705882	0.933333333333333	0.0555555555555556	0.96875	0.631578947368421
chr14:100993210	0.740740740740741	0.35	0.823529411764706	0.5	0.952380952380952	0.357142857142857	0.941176470588235	0.1875	0.818181818181818	0.09375	0.807692307692308	0.142857142857143	0.84	0.52	0.730769230769231	0.458333333333333	0.789473684210526	0.55	0.730769230769231	0.384615384615385	0.684210526315789	0.424242424242424	0.714285714285714	0.0625	0.785714285714286	0.55
chr14:100993244	1	1	0.933333333333333	0.5	0.947368421052632	0.5625	1	0.846153846153846	1	0.714285714285714	0.928571428571429	1	1	0.818181818181818	0.826086956521739	0.590909090909091	1	0.652173913043478	1	0	0.8	0.861111111111111	0.925925925925926	0.538461538461538	0.857142857142857	0.888888888888889
chr14:100993254	1	0.7	0.823529411764706	0.636363636363636	0.944444444444444	0.411764705882353	0.95	0.625	0.933333333333333	0.653846153846154	0.884615384615385	1	0.96551724137931	0.666666666666667	0.846153846153846	0.727272727272727	1	0.615384615384615	1	0.818181818181818	0.75	0.833333333333333	0.923076923076923	0.384615384615385	0.952380952380952	0.9375
chr15:25103935	0.714285714285714	1	0.909090909090909	0.833333333333333	0.95	0	0.785714285714286	0.916666666666667	0.777777777777778	0	0.916666666666667	0.916666666666667	0	0	0.823529411764706	0.181818181818182	0.833333333333333	0.666666666666667	0	0	0.941176470588235	0.307692307692308	0.928571428571429	0	0	0.818181818181818
chr15:25267522	0	1	0.166666666666667	0	0.666666666666667	0	0.666666666666667	0.764705882352941	0	0.6	0.772727272727273	0.3125	0.705882352941177	0.785714285714286	0	0.318181818181818	0.5625	0	0.5	0.0714285714285714	0	0.294117647058824	0.5	0.5	0.952380952380952	0.428571428571429
chr15:25267830	0.777777777777778	0	0	0	0.5	0	0.533333333333333	0	0.363636363636364	0.214285714285714	0.5	0	0	0.3125	0.4375	0	0	0	0.6875	0	0	0.214285714285714	0	0.25	0.642857142857143	0
chr15:25267831	0.411764705882353	0.181818181818182	0.5	0.230769230769231	0.5	0.545454545454545	0.416666666666667	0	0.5	0	0.6	0.0833333333333333	0	0.217391304347826	0	0.1875	0.466666666666667	0.4	0.6875	0	0	0.166666666666667	0	0.222222222222222	0.214285714285714	0
chr15:48120044	0.85	0.333333333333333	0.647058823529412	0.133333333333333	0.736842105263158	0.461538461538462	0.571428571428571	0.818181818181818	0	0.181818181818182	0.575757575757576	0.470588235294118	0.833333333333333	0.35	0.518518518518518	0.388888888888889	0.68	0.5	0.516129032258065	0.105263157894737	0.578947368421053	0.3125	0.64	0.25	0.678571428571429	0.28125
chr15:48120058	0.65	0.238095238095238	0.4	0.25	0.7	0	0.846153846153846	0.666666666666667	0	0.181818181818182	0.739130434782609	0.166666666666667	0.807692307692308	0.19047619047619	0.555555555555556	0.277777777777778	0.56	0.461538461538462	0.571428571428571	0.25	0.473684210526316	0.333333333333333	0.5	0.533333333333333	0.6	0.4
chr15:48120078	0.941176470588235	0.3	0.928571428571429	0.4	0.842105263157895	0	0.933333333333333	1	0	0.166666666666667	0.909090909090909	0.6	0.76	0.777777777777778	0.826086956521739	0.2	0.863636363636364	0.615384615384615	0.774193548387097	0.315789473684211	0.65	0.611111111111111	0.857142857142857	0.6875	0.71875	0.444444444444444
chr15:48205968	0	0.636363636363636	0	0	0.8125	0	0	0	0.714285714285714	0.352941176470588	0.909090909090909	0	0	0.615384615384615	0.909090909090909	0	0.769230769230769	0.416666666666667	0.789473684210526	0.5	0.916666666666667	0	0.75	0	0	0.6
chr15:48205969	0	0.333333333333333	0.928571428571429	0.416666666666667	0.866666666666667	0	0.777777777777778	0	0.80952380952381	0.6	0.933333333333333	0.578947368421053	0	0.666666666666667	0.846153846153846	0	0	0.384615384615385	0.866666666666667	0.692307692307692	0.823529411764706	0.3125	0.923076923076923	0.3125	0.909090909090909	0.75
chr15:51242057	0	0	0	0	1	0	0	0	0	0.916666666666667	0.9375	1	0.909090909090909	0	0.8125	0.941176470588235	0.944444444444444	0	1	1	0.944444444444444	0	0.833333333333333	1	0.941176470588235	0
chr15:53763394	0.6	0.642857142857143	0.625	0.307692307692308	0	0	0	0	0.823529411764706	0.0588235294117647	0.631578947368421	0.692307692307692	0.6875	0.764705882352941	0	0.307692307692308	0.7	0.285714285714286	0.695652173913043	0.631578947368421	0.785714285714286	0	0.647058823529412	0.444444444444444	0.764705882352941	0.210526315789474
chr15:54012362	0.521739130434783	0.357142857142857	0.666666666666667	0.176470588235294	0.714285714285714	0.315789473684211	0.777777777777778	0.272727272727273	0.684210526315789	0.210526315789474	0.3	0.142857142857143	0.884615384615385	0.558823529411765	0.571428571428571	0.4	0.333333333333333	0.263157894736842	0.64	0.217391304347826	0.62962962962963	0.534883720930233	0.684210526315789	0.25	0.85	0.5
chr15:54012363	0.833333333333333	0.411764705882353	0	0.266666666666667	0.75	0.461538461538462	0.833333333333333	0	0.8	0.0555555555555556	0.318181818181818	0.25	0.933333333333333	0.571428571428571	0.652173913043478	0.392857142857143	0.619047619047619	0.214285714285714	0.695652173913043	0.421052631578947	0.666666666666667	0.6	0.739130434782609	0.272727272727273	0.772727272727273	0.470588235294118
chr15:54012581	0	0.25	0.454545454545455	0	0	0.416666666666667	0	0	0.533333333333333	0	0.538461538461538	0	0.615384615384615	0.411764705882353	0.333333333333333	0.125	0.4375	0.0714285714285714	0.5	0.166666666666667	0	0.454545454545455	0.25	0.0555555555555556	0	0.235294117647059
chr15:59104349	0.91304347826087	0.95	0.896551724137931	1	0	0	1	0	0.909090909090909	1	0.96	0.8125	0.962962962962963	0.875	0.904761904761905	0.909090909090909	0.777777777777778	0.888888888888889	1	0.923076923076923	0.928571428571429	0.944444444444444	0.95	0.904761904761905	0.954545454545455	1
chr15:60627726	1	0.533333333333333	0.894736842105263	0.176470588235294	0.777777777777778	0	0.727272727272727	0.25	0.875	0.260869565217391	0.857142857142857	0.857142857142857	0.954545454545455	0.529411764705882	0.9	0.5	0.869565217391304	0.466666666666667	0.875	0	0.85	0.357142857142857	0.791666666666667	0.19047619047619	0.95	0.565217391304348
chr15:60680951	0.9375	0.909090909090909	0.857142857142857	0.25	1	0.785714285714286	0.866666666666667	0.9375	0.92	0.142857142857143	0.823529411764706	0.785714285714286	0.928571428571429	0.888888888888889	0.91304347826087	0.666666666666667	0.928571428571429	0.466666666666667	0.916666666666667	0.75	0.894736842105263	0.4375	0.933333333333333	0.25	0.823529411764706	0.722222222222222
chr15:60680952	1	0.533333333333333	0.933333333333333	0.210526315789474	0.944444444444444	0.666666666666667	0.909090909090909	1	0.8125	0.166666666666667	0.952380952380952	1	1	0.619047619047619	0.882352941176471	0.647058823529412	1	0.75	0.772727272727273	0.666666666666667	0.857142857142857	0.523809523809524	1	0.25	1	0.647058823529412
chr15:77225760	0.636363636363636	0	0.642857142857143	0.416666666666667	0.818181818181818	0.181818181818182	0	0.0833333333333333	0	0	0	0.285714285714286	0	0.0909090909090909	0.4	0.416666666666667	0.733333333333333	0	0.5	0.333333333333333	0	0.214285714285714	0.4375	0.25	0.555555555555556	0
chr15:77225813	0.466666666666667	0	0.769230769230769	0	0.636363636363636	0.454545454545455	0	0	0	0.0909090909090909	0	0.230769230769231	0	0.181818181818182	0.647058823529412	0.4375	0.666666666666667	0.25	0.714285714285714	0.333333333333333	0	0.461538461538462	0.5	0	0.642857142857143	0
chr15:86117637	0.866666666666667	0	0.909090909090909	0.466666666666667	0	0	0	0.5625	0.818181818181818	0.153846153846154	0.666666666666667	0	0	0.363636363636364	0	0	0	0	0.647058823529412	0	0.526315789473684	0	0.714285714285714	0.285714285714286	0.636363636363636	0.454545454545455
chr15:86988688	0.8	0.461538461538462	0.7	0.142857142857143	0.642857142857143	0.411764705882353	0.615384615384615	0	0.842105263157895	0.625	0.9	0	1	0.526315789473684	0.533333333333333	0.294117647058824	0.619047619047619	0	0.714285714285714	0.478260869565217	0.533333333333333	0.571428571428571	0.631578947368421	0.428571428571429	0	0
chr15:86988689	0.75	0.434782608695652	0.714285714285714	0.214285714285714	0.733333333333333	0.277777777777778	0.866666666666667	0.875	0.789473684210526	0.533333333333333	0.782608695652174	0.210526315789474	0.885714285714286	0.2	0.633333333333333	0.217391304347826	0.714285714285714	0.277777777777778	0.7	0	0.653846153846154	0.555555555555556	0.789473684210526	0.173913043478261	0.821428571428571	0.578947368421053
chr15:95432226	0.6875	0	0.5	0	0	0	0.818181818181818	0.285714285714286	0	0	0	0	0.909090909090909	0.666666666666667	0	0.272727272727273	0.846153846153846	0	0.75	0	0.888888888888889	0	0.866666666666667	0.272727272727273	1	0.533333333333333
chr15:99257172	0.818181818181818	0.5	0.65	0	0.466666666666667	0.583333333333333	0.666666666666667	0.692307692307692	0.842105263157895	0.411764705882353	0.9	0.470588235294118	0.818181818181818	0.333333333333333	0.357142857142857	0.9375	0.8	0.692307692307692	0.80952380952381	0.28	0.722222222222222	0	0.818181818181818	0.611111111111111	0	0.681818181818182
chr15:99257173	0.923076923076923	0.823529411764706	0.75	0.333333333333333	0	0	0.571428571428571	0.75	0.666666666666667	0.333333333333333	0.909090909090909	0.4375	0.846153846153846	0.571428571428571	0.7	0.777777777777778	0.722222222222222	0	0.666666666666667	0.368421052631579	0.777777777777778	0.55	0.625	0.555555555555556	0.75	0.526315789473684
chr15:99257314	0.533333333333333	0.5	0.5	0	0.578947368421053	0	0.842105263157895	0.5625	0.7	0.142857142857143	0.8	0	0	0.3125	0.538461538461538	0.5	0.5	0.6	0.608695652173913	0.2	0.473684210526316	0.230769230769231	0.923076923076923	0.210526315789474	0.642857142857143	0.48
chr15:99257315	0.363636363636364	0.294117647058824	0	0.230769230769231	0.666666666666667	0.454545454545455	0.769230769230769	0.2	0	0	0.777777777777778	0.0714285714285714	0.761904761904762	0.45	0.538461538461538	0.625	0.583333333333333	0	0.388888888888889	0.133333333333333	0.411764705882353	0.541666666666667	0.722222222222222	0.0952380952380952	0.9375	0.388888888888889
chr15:99257353	0.75	0.357142857142857	0.545454545454545	0.272727272727273	0.666666666666667	0	0.705882352941177	0.470588235294118	0.8	0.0714285714285714	0.666666666666667	0	0	0.2	0.5	0.611111111111111	0	0.727272727272727	0.736842105263158	0.25	0.533333333333333	0.307692307692308	0.545454545454545	0.1875	0.533333333333333	0.521739130434783
chr15:99257354	0.538461538461538	0.166666666666667	0	0.153846153846154	0.642857142857143	0.538461538461538	0.666666666666667	0.25	0	0	0.944444444444444	0.181818181818182	0.944444444444444	0.285714285714286	0.571428571428571	0.642857142857143	0	0.363636363636364	0.588235294117647	0.266666666666667	0.6	0.55	0.764705882352941	0.117647058823529	0.923076923076923	0.3125
chr15:99257537	0.764705882352941	0.166666666666667	0.545454545454545	0	0.727272727272727	0	0	0	0	0	0.727272727272727	0	0	0.272727272727273	0	0.636363636363636	0.75	0	0.8	0.25	0.636363636363636	0	0	0.333333333333333	0.5	0.545454545454545
chr15:99257539	0.941176470588235	0.0833333333333333	0.545454545454545	0	0.818181818181818	0	0	0	0	0	1	0	0	0	0	0.818181818181818	0.75	0	0.933333333333333	0.181818181818182	0.636363636363636	0	0	0.333333333333333	0.583333333333333	0.545454545454545
chr15:100372231	0	0	0.8125	0	1	0.727272727272727	0.769230769230769	0	0	0.545454545454545	0.857142857142857	0.75	1	1	1	0	0.928571428571429	0	0	0	1	0	0.733333333333333	1	1	0.916666666666667
chr16:24202368	1	0.5	0	0.8	0.705882352941177	0.375	0.777777777777778	0.352941176470588	0.875	0	0.85	0.352941176470588	0.785714285714286	0.588235294117647	0.933333333333333	0.346153846153846	0.846153846153846	0.291666666666667	0.846153846153846	0.466666666666667	0.8	0.458333333333333	0.956521739130435	0.791666666666667	0.8	0.533333333333333
chr16:32290914	0.909090909090909	0	0.866666666666667	0.882352941176471	0.8125	0.733333333333333	0.875	0	0.916666666666667	0.75	1	0.352941176470588	0	0.818181818181818	0.916666666666667	0.545454545454545	0.888888888888889	0.6	1	0.958333333333333	0.875	0.5	0	0	0	0
chr16:32290977	0.307692307692308	0.230769230769231	0.176470588235294	0.166666666666667	0.484848484848485	0.185185185185185	0.333333333333333	0	0	0.0666666666666667	0	0.166666666666667	0	0	0.166666666666667	0	0.666666666666667	0.19047619047619	0.473684210526316	0.181818181818182	0.1875	0.0666666666666667	0	0	0	0
chr16:50696455	0.642857142857143	0	0	0	0	0.25	0.636363636363636	0	0	0.181818181818182	0.5	0	0	0.181818181818182	0	0.1875	0.416666666666667	0	0	0.0555555555555556	0.416666666666667	0.133333333333333	0	0.0833333333333333	0.384615384615385	0
chr16:50696474	0.384615384615385	0	0	0	0	0.0476190476190476	0.666666666666667	0	0	0.153846153846154	0.166666666666667	0.0909090909090909	0	0.181818181818182	0	0.0555555555555556	0.333333333333333	0	0	0	0.285714285714286	0.0714285714285714	0	0.166666666666667	0.266666666666667	0.0909090909090909
chr16:51017263	0.894736842105263	1	0	0.916666666666667	0.846153846153846	0.272727272727273	0	0	1	0	0.923076923076923	0.846153846153846	0	0.692307692307692	0.842105263157895	0.5	0.846153846153846	0.461538461538462	0.764705882352941	1	0.863636363636364	0.75	0.8	0.928571428571429	0	0
chr16:51017322	0.8	0.421052631578947	0	0.571428571428571	1	0	0	0	0.666666666666667	0.0769230769230769	0.857142857142857	0.545454545454545	0	0.3125	0.631578947368421	0.272727272727273	1	0.454545454545455	0.722222222222222	0.333333333333333	0.590909090909091	0.4	0.857142857142857	0.357142857142857	0.666666666666667	0
chr16:51017453	0.5	0.1875	0.636363636363636	0.272727272727273	0.5625	0	0.545454545454545	0	0.684210526315789	0.0952380952380952	0.545454545454545	0.176470588235294	0.846153846153846	0.133333333333333	0.428571428571429	0.2	0.428571428571429	0.428571428571429	0.25	0.0588235294117647	0.5	0.352941176470588	0.5625	0.333333333333333	0.526315789473684	0.333333333333333
chr16:51017576	0.434782608695652	0.125	0.666666666666667	0	0.65	0.5	0.5	0.0909090909090909	0.307692307692308	0.111111111111111	0.608695652173913	0.28	0.875	0.25	0.722222222222222	0.157894736842105	0.533333333333333	0.375	0.666666666666667	0.142857142857143	0.523809523809524	0.416666666666667	0.384615384615385	0.133333333333333	0.391304347826087	0.333333333333333
chr16:51017822	0	0	0.647058823529412	0.25	0.684210526315789	0.5	0.647058823529412	0	0.75	0.461538461538462	0.733333333333333	0.181818181818182	1	0.428571428571429	0	0.125	0.7	0.1875	0.631578947368421	0.294117647058824	0.5	0.421052631578947	0.625	0.307692307692308	1	0.5625
chr16:53433485	0	0	0	0.769230769230769	1	0	0	0	0	0.909090909090909	1	0.647058823529412	0.916666666666667	0.545454545454545	1	0.941176470588235	1	0	0.846153846153846	0.5	0.818181818181818	0	0.882352941176471	0.625	0.909090909090909	0.647058823529412
chr16:53433530	0	0	0.846153846153846	0.769230769230769	0	0	0	0	0.857142857142857	0.714285714285714	1	0.590909090909091	0.8	0.769230769230769	0.9375	0.583333333333333	0.923076923076923	0	0.941176470588235	0.75	1	0.454545454545455	1	0.764705882352941	1	0.571428571428571
chr16:53433561	0	0.727272727272727	0.846153846153846	0.875	0.916666666666667	0	1	0	0.933333333333333	1	1	0.80952380952381	1	0.923076923076923	0.933333333333333	1	0.923076923076923	0	1	0.75	0.928571428571429	0.666666666666667	0.8125	1	0.941176470588235	0.857142857142857
chr16:53433583	0	0.545454545454545	0.769230769230769	0.8125	0.923076923076923	0	1	0	0.733333333333333	0.705882352941177	0	0.666666666666667	0.875	0	0.857142857142857	0.947368421052632	1	0.583333333333333	1	1	0.866666666666667	0.636363636363636	0.777777777777778	0.941176470588235	1	0.733333333333333
chr16:53433700	0	0.230769230769231	0	0.285714285714286	1	0	1	0.545454545454545	1	0.235294117647059	0	0.333333333333333	0.944444444444444	0	0.777777777777778	0.333333333333333	0.928571428571429	0.642857142857143	0.909090909090909	0.142857142857143	0.833333333333333	0	1	0.133333333333333	1	0.533333333333333
chr16:53433715	0	0.307692307692308	0	0.153846153846154	0.923076923076923	0	1	0	0.933333333333333	0.235294117647059	0	0.25	0.722222222222222	0	0.777777777777778	0.222222222222222	0.928571428571429	0.4	0	0.125	0.916666666666667	0.454545454545455	1	0.2	1	0.461538461538462
chr16:53433722	0	0.307692307692308	0	0.166666666666667	1	0	1	0	1	0.125	0	0.384615384615385	0.764705882352941	0.727272727272727	0.705882352941177	0.235294117647059	0.933333333333333	0.4	0	0.0714285714285714	0.727272727272727	0.454545454545455	1	0.230769230769231	0.785714285714286	0.545454545454545
chr16:53433724	0	0.333333333333333	0	0.0833333333333333	1	0	1	0	0.833333333333333	0.2	0	0.307692307692308	0.8125	0	0.705882352941177	0.266666666666667	0.933333333333333	0.4	0	0.0714285714285714	0.909090909090909	0.363636363636364	0.8	0.166666666666667	0.923076923076923	0.583333333333333
chr16:61056334	0.5625	0.333333333333333	0.454545454545455	0.142857142857143	0.818181818181818	0.545454545454545	0	0	0.727272727272727	0	0.769230769230769	0.454545454545455	0.583333333333333	0.466666666666667	0.611111111111111	0.272727272727273	0.588235294117647	0.238095238095238	0	0.235294117647059	0.785714285714286	0.4	0.75	0.363636363636364	0.75	0.416666666666667
chr16:61056335	0.875	0.333333333333333	0	0	0.818181818181818	0.142857142857143	0.6875	0.421052631578947	0.333333333333333	0	0.882352941176471	0.588235294117647	0.833333333333333	0.473684210526316	0.529411764705882	0.352941176470588	0.7	0.411764705882353	0.684210526315789	0.266666666666667	0.4	0.4375	0.85	0.230769230769231	0.722222222222222	0.466666666666667
chr16:75726814	1	0.888888888888889	0.875	0.941176470588235	0.944444444444444	0.8	1	1	0.923076923076923	0.947368421052632	0.962962962962963	0.689655172413793	1	0.882352941176471	0.95	1	1	0.875	1	0.681818181818182	0.833333333333333	0.708333333333333	1	0.923076923076923	1	0.782608695652174
chr16:76276581	0	0	0	0	0	0.352941176470588	0.333333333333333	0.8	0	0.0909090909090909	0.666666666666667	0	0	0.545454545454545	0.666666666666667	0	0.545454545454545	0.384615384615385	0.705882352941177	0.0833333333333333	0.7	0.384615384615385	0	0	0	0
chr16:76276582	0	0.384615384615385	0.941176470588235	0.25	0.916666666666667	0.529411764705882	0.857142857142857	0	0.785714285714286	0.0833333333333333	0.761904761904762	0.423076923076923	0.818181818181818	0.294117647058824	0.8125	0.148148148148148	0.4375	0.318181818181818	0.72	0.44	0.8125	0.4	0.888888888888889	0.384615384615385	0.944444444444444	0.642857142857143
chr16:76634710	0	0.727272727272727	0	0.285714285714286	0.545454545454545	0.333333333333333	0.733333333333333	0	0.642857142857143	0.4	0.6875	0.1	0	0.210526315789474	0.529411764705882	0.192307692307692	0.722222222222222	0.333333333333333	0.333333333333333	0.117647058823529	0.625	0.153846153846154	0.705882352941177	0.363636363636364	0.923076923076923	0
chr16:76869030	0.384615384615385	0.117647058823529	0.307692307692308	0.375	0	0.0952380952380952	0.666666666666667	0.0555555555555556	0.5	0.0909090909090909	0.5	0	0.6	0.15	0.291666666666667	0.115384615384615	0.583333333333333	0.333333333333333	0.235294117647059	0.142857142857143	0.304347826086957	0.0666666666666667	0.142857142857143	0.117647058823529	0	0.368421052631579
chr16:76869031	0.4375	0.285714285714286	0.19047619047619	0.125	0.181818181818182	0.333333333333333	0.307692307692308	0.0588235294117647	0.368421052631579	0	0.35	0.214285714285714	0	0.1875	0.157894736842105	0	0.277777777777778	0.0714285714285714	0.285714285714286	0	0.333333333333333	0.157894736842105	0.285714285714286	0.153846153846154	0.5625	0.444444444444444
chr16:80572715	0.769230769230769	0.277777777777778	0.8125	0.357142857142857	0.75	0	0.357142857142857	0.0588235294117647	0.583333333333333	0	0.642857142857143	0.235294117647059	0.5	0.6	0.545454545454545	0.285714285714286	0.666666666666667	0.315789473684211	0.923076923076923	0.230769230769231	0.571428571428571	0.333333333333333	0.615384615384615	0.0833333333333333	0.555555555555556	0.615384615384615
chr16:80572863	0.857142857142857	0.75	1	0	0	0	0.833333333333333	0.571428571428571	0.923076923076923	0	0.875	0.947368421052632	0	1	0.916666666666667	0.3125	0.92	0.285714285714286	0	0.909090909090909	0.866666666666667	0.538461538461538	0.916666666666667	0.857142857142857	1	0.333333333333333
chr16:80572911	0.631578947368421	0.909090909090909	0.857142857142857	0.5	0	0	0	0.25	0.909090909090909	0	0.769230769230769	0.411764705882353	0	0.857142857142857	0	0.2	0.782608695652174	0.272727272727273	0	0.333333333333333	0.692307692307692	0.615384615384615	0.8	0.363636363636364	0.714285714285714	0.5
chr17:15031066	0.6	0	0	0	0.764705882352941	0.538461538461538	0	0	0.785714285714286	0.181818181818182	0.818181818181818	0	0.9375	0.55	0.736842105263158	0.461538461538462	0.6875	0.5	0.733333333333333	0	0.733333333333333	0.466666666666667	0	0	0.9375	0.666666666666667
chr17:34269303	0.928571428571429	0.866666666666667	1	0.5	0.866666666666667	0	0.857142857142857	0	0.928571428571429	1	0.909090909090909	0	1	0	0.8125	1	0.75	0.384615384615385	0.904761904761905	0.857142857142857	0.888888888888889	0.529411764705882	0.952380952380952	0.615384615384615	0.842105263157895	0
chr17:40783122	0	0.0714285714285714	0	0.0833333333333333	0.833333333333333	0.45	0.5	0	0.636363636363636	0.272727272727273	0.571428571428571	0	0.923076923076923	0.5	0.722222222222222	0.428571428571429	0.785714285714286	0.5	0.642857142857143	0	0.705882352941177	0.3125	0.647058823529412	0.115384615384615	0.666666666666667	0.363636363636364
chr17:41141129	0	0	0.583333333333333	0.0909090909090909	0	0.285714285714286	0.823529411764706	0	0.857142857142857	0.333333333333333	0.692307692307692	0	0.75	0	0.923076923076923	0.55	0.764705882352941	0.6875	0.818181818181818	0	0.85	0.625	0.666666666666667	0	1	0.384615384615385
chr17:45159997	0	0	0	0	0	0.454545454545455	0	0	0.333333333333333	0.833333333333333	0.166666666666667	0.909090909090909	0	0.583333333333333	0	0	0.538461538461538	0.916666666666667	0.230769230769231	0	0.5	0	0.307692307692308	0.714285714285714	0.153846153846154	0
chr17:53822026	0.875	0.916666666666667	0.818181818181818	0	0.933333333333333	0.4375	0	0	0	0.153846153846154	0.727272727272727	0	0	0	0.75	0.583333333333333	0.933333333333333	0	0	0	1	0.538461538461538	0	0.466666666666667	0	0
chr17:58169074	1	0.363636363636364	0.777777777777778	0.684210526315789	0.8125	0.833333333333333	0.857142857142857	0.705882352941177	0.769230769230769	0.3	0.814814814814815	0.684210526315789	0.909090909090909	0.923076923076923	0.76	0.411764705882353	0.857142857142857	0.444444444444444	0.730769230769231	0.24	0.857142857142857	0.454545454545455	0.761904761904762	0.71875	0.80952380952381	0.5
chr17:58169289	0.5	0.727272727272727	0.928571428571429	0.166666666666667	0	0.5	0.705882352941177	0.818181818181818	0.615384615384615	0	0.727272727272727	0.222222222222222	0.8	0.416666666666667	0.619047619047619	0.3125	0.8	0.294117647058824	0.5625	0.315789473684211	0.8125	0.533333333333333	0.666666666666667	0.263157894736842	0.75	0.647058823529412
chr17:58169290	0	0.428571428571429	0	0.142857142857143	0.857142857142857	0.555555555555556	1	0	0.705882352941177	0.15	0.941176470588235	0.333333333333333	0	0.647058823529412	0.666666666666667	0.214285714285714	0	0.333333333333333	0.470588235294118	0.266666666666667	0.545454545454545	0.636363636363636	0.75	0.357142857142857	0.928571428571429	0.6
chr17:69100606	0.842105263157895	0.625	0.928571428571429	0.733333333333333	0	0.6	0.9	0.333333333333333	0.941176470588235	0.692307692307692	1	0.866666666666667	0.95	0	0.823529411764706	0.727272727272727	0.894736842105263	0.6875	0.9375	0	1	0.647058823529412	1	0	0.863636363636364	0
chr17:69100607	0.846153846153846	0.5625	0.823529411764706	0.9375	0.941176470588235	0.769230769230769	1	0	0.9375	0.766666666666667	1	0.823529411764706	0.941176470588235	0	0.842105263157895	0.8	1	0.75	0.954545454545455	0.55	1	0.733333333333333	1	0.928571428571429	0	0.6875
chr17:69593797	0	0.363636363636364	0	0.75	0.923076923076923	0	0	0	0.916666666666667	0	0.923076923076923	0.818181818181818	0.909090909090909	0	0.947368421052632	0	0.928571428571429	0.714285714285714	0.916666666666667	0	0.75	0.333333333333333	0.833333333333333	0.8125	0.916666666666667	0
chr17:74584899	0	0	0.416666666666667	0	0	0.333333333333333	0	0	0.692307692307692	0.1	0.466666666666667	0	0.846153846153846	0	0.642857142857143	0.5	0.727272727272727	0	0	0	0	0.583333333333333	0	0.0833333333333333	0.4	0.181818181818182
chr17:75645316	0	0.583333333333333	0	0	0	0	0	0	1	0.363636363636364	0.941176470588235	0.692307692307692	0	0.866666666666667	0.769230769230769	0.944444444444444	0.916666666666667	0	0.866666666666667	0	0	0.909090909090909	1	0.615384615384615	0.846153846153846	0
chr17:75645345	0	0.916666666666667	0	0	0	0	0	0	1	0.217391304347826	1	0.714285714285714	0	0.5	0.916666666666667	1	1	0	1	0	1	0.909090909090909	1	0.375	0.909090909090909	0
chr17:80543902	0	0	0	0.933333333333333	0	0.545454545454545	0	0	0	0.409090909090909	1	0.428571428571429	0.846153846153846	0	0.692307692307692	1	0.916666666666667	0	0.857142857142857	0	0	0.444444444444444	0.944444444444444	0	0.866666666666667	0.833333333333333
chr18:3351117	0	0	0	0.133333333333333	0.5625	0	0	0.181818181818182	0	0	0.818181818181818	0	0.75	0	0	0.434782608695652	0.842105263157895	0.375	0.631578947368421	0	0.636363636363636	0.727272727272727	0.769230769230769	0.181818181818182	0	0.636363636363636
chr18:5080467	0.833333333333333	0.666666666666667	0.75	0.222222222222222	0.909090909090909	0	0	0.4	0	0	0.636363636363636	0	0.916666666666667	0	0.75	0.153846153846154	0	0.25	0.769230769230769	0.8	0	0	0	0.0625	0.769230769230769	0.416666666666667
chr18:5080475	0.727272727272727	0.6	0.583333333333333	0.105263157894737	0	0	0	0.3125	0	0	0.636363636363636	0	0.692307692307692	0.363636363636364	0.727272727272727	0.285714285714286	0	0.235294117647059	0.714285714285714	0.8	0	0	0.363636363636364	0.0666666666666667	0.75	0.416666666666667
chr18:5080654	0.777777777777778	0.85	0	0	1	0.692307692307692	1	0.764705882352941	0	0	0.894736842105263	0	1	0.578947368421053	0.9	0.2	0.823529411764706	0.4	0.736842105263158	0	0.761904761904762	0.666666666666667	0	0	0.88	0.476190476190476
chr18:26640576	0.666666666666667	0.421052631578947	0.705882352941177	0	0.695652173913043	0	0	0	0	0.636363636363636	0.823529411764706	0	0.933333333333333	0	0.666666666666667	0.0555555555555556	0.533333333333333	0	0.411764705882353	0.181818181818182	0.692307692307692	0	0.857142857142857	0	0.8	0
