cpg	taxa	a	b	cor	ci
cg24989534	Campylobacter	MREG	TSS200	0.617113609962367	-0.000250618542480771
cg23481862	Kurthia	LOC729384	TSS1500	0.277379750273546	0.00284808581086772
cg01594685	Ralstonia	IL32	TSS1500	0.477497631423924	0.00130991512939475
cg03972505	Ralstonia	CDK11B	5'UTR	0.645263911115634	0.000173112375095117
cg26092180	Clostridium	DZIP3	5'UTR	0.809080004159082	-0.000383094754008736
cg20909159	Anaerostipes	CFL1	TSS200	0.311937205049646	2.82732061909475e-05
cg14114673	Curvibacter	GLIS3	5'UTR	0.35282491336212	0.00243728222032484
cg14114673	Curvibacter	GLIS3	1stExon	0.35282491336212	0.00243728222032484
cg15077343	Cylindrospermopsis	CMSS1	TSS1500	0.370199335811526	-0.0126475218632343
cg20276156	Beggiatoa	CALCR	TSS1500	0.23971321679004	-0.180430402821235
cg19193241	Stenotrophomonas	WDR37	5'UTR	0.419243766505832	0.00211952962965463
cg10038185	Acidiplasma	DIRAS3	TSS1500	0.484784419499663	-0.013716554169779
cg12627751	Clostridium	CCL1	TSS1500	0.75276400559474	-0.000585583154912382
cg11053489	Cylindrospermopsis	ENTPD5	5'UTR	0.592576075324088	-0.0104037803340048
cg11053489	Cylindrospermopsis	CCDC176	TSS1500	0.592576075324088	-0.0104037803340048
cg14613617	Cylindrospermopsis	VWA2	TSS200	0.187519948847536	-0.00941955530366939
cg01041703	Stenotrophomonas	ZMAT2	TSS1500	0.501029331352971	0.000911652227596913
cg24834199	Curvibacter	LBR	5'UTR	0.320629570162038	0.00180969788851617
cg02306493	Stenotrophomonas	FARSA	TSS1500	0.253692261988108	0.0027185914017667
cg03141709	Stenotrophomonas	CACNA1G	TSS1500	0.57984335482045	0.00163395025916007
cg01522826	Stenotrophomonas	TSPAN19	TSS200	0.285318313564634	0.00292663331484782
cg01522826	Stenotrophomonas	LRRIQ1	1stExon	0.285318313564634	0.00292663331484782
cg01522826	Stenotrophomonas	LRRIQ1	5'UTR	0.285318313564634	0.00292663331484782
cg05015635	Cylindrospermopsis	GAS1	TSS1500	0.182351758099821	-0.0094594061441004
cg04294383	Delftia	CYFIP1	TSS1500	0.458993668380258	-0.00285297404867979
cg19304150	Ralstonia	SYT6	5'UTR	0.563070764896369	-0.0043054073453317
cg19304150	Ralstonia	SYT6	1stExon	0.563070764896369	-0.0043054073453317
cg04309299	Gemmata	OSBP	TSS1500	0.1690133411366	-0.00291926459788904
cg14135988	Cylindrospermopsis	RAB27B	TSS200	0.765704591246265	-0.00114528096968131
cg15937073	Stenotrophomonas	HIVEP3	TSS200	0.529254199306203	0.00087372745501753
