Row.names	des	I2	Q_test	model_p	Coefficient	C.lower	C.upper	fdr
PRPP-PWY	"superpathway_of_histidine,_purine,_and_pyrimidine_biosynthesis"	44.48539432	0.063890559	0.238250355	-0.101017024	-0.268894372	0.066860325	0.357700125
PWY-5484	glycolysis_II_(from_fructose_6-phosphate)	0	0.747117164	0.086528507	-0.100588065	-0.215610731	0.0144346	0.167877491
P562-PWY	myo-inositol_degradation_I	50.89383751	0.037777188	0.27322779	-0.100003907	-0.278895293	0.078887479	0.390022052
PWY-7200	superpathway_of_pyrimidine_deoxyribonucleoside_salvage	30.75062882	0.11230773	0.188923889	-0.099796375	-0.24867892	0.04908617	0.3107375
PWY-7235	superpathway_of_ubiquinol-6_biosynthesis_(eukaryotic)	8.024516629	0.300373668	0.194777447	-0.098793998	-0.248135665	0.05054767	0.315908183
PWY-7115	"C4_photosynthetic_carbon_assimilation_cycle,_NAD-ME_type"	7.926349578	0.648512296	0.122144341	0.097355587	-0.026081522	0.220792695	0.22433844
PWY-6565	superpathway_of_polyamine_biosynthesis_III	0	0.925930726	0.119863709	0.09565361	-0.024883969	0.216191189	0.221505775
GLUDEG-I-PWY	GABA_shunt	13.12382956	0.24954138	0.154942744	-0.093628892	-0.222652896	0.035395112	0.265960909
PWY-7046	4-coumarate_degradation_(anaerobic)	65.7154746	0.007782085	0.391978341	-0.093422719	-0.307321841	0.120476402	0.510591172
PWY-5676	acetyl-CoA_fermentation_to_butanoate_II	69.3140199	0.005216517	0.421230425	-0.092720932	-0.318671826	0.133229962	0.544830902
PWY-6305	putrescine_biosynthesis_IV	70.69632397	0.003474875	0.433365219	-0.092369861	-0.323453545	0.138713823	0.555312176
UDPNAGSYN-PWY	UDP-N-acetyl-D-glucosamine_biosynthesis_I	53.26904425	0.031787309	0.326377282	0.091852383	-0.091580033	0.275284799	0.448882303
PWY5F9-12	biphenyl_degradation	11.89775088	0.309823634	0.196465757	-0.091591097	-0.230568519	0.047386325	0.316528164
PWY-5415	catechol_degradation_I_(meta-cleavage_pathway)	0	0.542721238	0.11894983	-0.091530544	-0.206587591	0.023526504	0.220677968
PYRIDNUCSYN-PWY	NAD_biosynthesis_I_(from_aspartate)	60.62421672	0.017402441	0.370090765	0.091427328	-0.108498587	0.291353243	0.492134732
PWY-5751	phenylethanol_biosynthesis	27.1860066	0.270730863	0.262550611	-0.091100066	-0.250467762	0.06826763	0.381251579
PWY-7007	methyl_ketone_biosynthesis	0	0.699719714	0.187932996	-0.090370812	-0.22488972	0.044148096	0.310033176
PWY3DJ-35471	L-ascorbate_biosynthesis_IV	0	0.939080256	0.127308683	-0.089432146	-0.204387316	0.025523024	0.230746989
PWY-6215	4-chlorobenzoate_degradation	0	0.646964286	0.127972182	-0.089334985	-0.204365479	0.025695509	0.231189089
PWY-5690	TCA_cycle_II_(plants_and_fungi)	0	0.655139485	0.131005292	-0.088628636	-0.203656281	0.026399008	0.235526005
PWY-5419	catechol_degradation_to_2-oxopent-4-enoate_II	0	0.64949766	0.307227772	0.088459211	-0.081342268	0.258260691	0.427481067
PWY-7527	L-methionine_salvage_cycle_III	5.258610447	0.544150035	0.272478312	-0.087745747	-0.244464093	0.0689726	0.389962467
PWY-7234	inosine-5'-phosphate_biosynthesis_III	59.37014365	0.018715799	0.384333534	-0.087331294	-0.284087751	0.109425164	0.507836396
PWY-5647	2-nitrobenzoate_degradation_I	0	0.491336534	0.26482881	-0.08703998	-0.240033263	0.065953303	0.382962977
GLUCOSE1PMETAB-PWY	glucose_and_glucose-1-phosphate_degradation	43.48692241	0.061752079	0.305729607	-0.086964082	-0.253379349	0.079451186	0.426910517
PWY-5430	meta_cleavage_pathway_of_aromatic_compounds	0	0.642159954	0.317128128	0.086666366	-0.083132587	0.25646532	0.439039193
PWY-5420	catechol_degradation_II_(meta-cleavage_pathway)	0	0.642159954	0.317128128	0.086666366	-0.083132587	0.25646532	0.439039193
LIPASYN-PWY	phospholipases	0	0.849871767	0.187067154	-0.084355873	-0.209675241	0.040963495	0.309531538
PWY-7397	naringenin_biosynthesis_(engineered)	0	1	0.389214275	0.083212423	-0.106201256	0.272626103	0.509178495
PWY66-388	fatty_acid_&alpha;-oxidation_III	0.496714101	0.229179027	0.158668235	-0.083191898	-0.198868118	0.032484322	0.270669342
PWY-5659	GDP-mannose_biosynthesis	78.91530621	0.000754408	0.555977828	-0.081542189	-0.352963089	0.189878711	0.67624168
PHOTOALL-PWY	oxygenic_photosynthesis	11.20721977	0.078832829	0.21098548	-0.081146978	-0.2082956	0.046001645	0.33310315
PHOSLIPSYN-PWY	superpathway_of_phospholipid_biosynthesis_I_(bacteria)	11.20721977	0.078832829	0.21098548	-0.081146978	-0.2082956	0.046001645	0.33310315
PWY-7413	dTDP-6-deoxy-&alpha;-D-allose_biosynthesis	1.369932347	0.313972811	0.536605183	-0.080842677	-0.337251001	0.175565647	0.661452922
POLYAMINSYN3-PWY	superpathway_of_polyamine_biosynthesis_II	44.16467422	0.052804269	0.344233938	-0.08082743	-0.248318844	0.086663984	0.462616829
PWY-1861	formaldehyde_assimilation_II_(RuMP_Cycle)	79.96751531	0.000242409	0.570189809	-0.080615339	-0.358901635	0.197670957	0.684476219
LACTOSECAT-PWY	lactose_and_galactose_degradation_I	67.07927955	0.002692698	0.471757724	0.080066207	-0.138002263	0.298134678	0.593466908
GALACT-GLUCUROCAT-PWY	superpathway_of_hexuronide_and_hexuronate_degradation	73.04315862	0.000910059	0.522304625	0.078537528	-0.16205557	0.319130627	0.649638484
PWY-7209	superpathway_of_pyrimidine_ribonucleosides_degradation	0	0.475436801	0.184170668	0.077958703	-0.037096763	0.193014169	0.306580176
GLUCONEO-PWY	gluconeogenesis_I	0.011186972	0.494318024	0.185302254	-0.077763582	-0.192827198	0.037300033	0.307534765
PWY-5514	UDP-N-acetyl-D-galactosamine_biosynthesis_II	16.93262334	0.310634062	0.253038966	-0.077559063	-0.210553892	0.055435766	0.368847804
PWY0-1479	tRNA_processing	56.73785273	0.028395532	0.42666631	-0.077324188	-0.267978189	0.113329813	0.54928303
PWY-5181	toluene_degradation_III_(aerobic)_(via_p-cresol)	6.716822567	0.250170176	0.218958172	-0.076698611	-0.198984572	0.04558735	0.342744184
PWY-5431	aromatic_compounds_degradation_via_&beta;-ketoadipate	0.003821254	0.514108205	0.195089863	-0.076054987	-0.19110377	0.038993796	0.315908183
PWY-5417	catechol_degradation_III_(ortho-cleavage_pathway)	0.003821254	0.514108205	0.195089863	-0.076054987	-0.19110377	0.038993796	0.315908183
PWY-5910	superpathway_of_geranylgeranyldiphosphate_biosynthesis_I_(via_mevalonate)	0	0.562379884	0.198890334	-0.075402313	-0.190435844	0.039631219	0.31928427
GALACTUROCAT-PWY	D-galacturonate_degradation_I	73.31939604	0.000767762	0.541052991	0.075402296	-0.166385337	0.31718993	0.663964806
PWY-7159	"chlorophyllide_a_biosynthesis_III_(aerobic,_light_independent)"	0	0.687362339	0.336957537	-0.074441996	-0.226394222	0.07751023	0.457851008
PWY-5531	chlorophyllide_a_biosynthesis_II_(anaerobic)	0	0.687362339	0.336957537	-0.074441996	-0.226394222	0.07751023	0.457851008
PWY-6185	4-methylcatechol_degradation_(ortho_cleavage)	0.012923471	0.578178609	0.207968274	-0.073908292	-0.188950248	0.041133664	0.331186471
P621-PWY	nylon-6_oligomer_degradation	33.74009742	0.119394191	0.351104733	0.072579351	-0.079979098	0.2251378	0.469559971
CATECHOL-ORTHO-CLEAVAGE-PWY	catechol_degradation_to_&beta;-ketoadipate	0.003726146	0.527590566	0.216473444	-0.072545712	-0.18758745	0.042496026	0.339820136
PWY-5994	palmitate_biosynthesis_I_(animals_and_fungi)	68.65830003	0.006383816	0.538937719	0.070109067	-0.153534713	0.293752846	0.662845275
THRESYN-PWY	superpathway_of_L-threonine_biosynthesis	58.06191457	0.025256555	0.479361738	0.069866055	-0.123728235	0.263460345	0.601659038
PWY-6182	superpathway_of_salicylate_degradation	0	0.558791022	0.237876809	-0.069270839	-0.18429851	0.045756833	0.357700125
PWY0-1261	anhydromuropeptides_recycling	45.59618939	0.063492036	0.424006484	-0.069212363	-0.238887757	0.100463031	0.547137172
PWY-6507	4-deoxy-L-threo-hex-4-enopyranuronate_degradation	74.6679513	0.000440158	0.585933574	0.068930219	-0.179080186	0.316940624	0.698808224
PWY-6906	chitin_derivatives_degradation	0	0.457500107	0.266212245	-0.067002319	-0.185116065	0.051111427	0.382984196
PWY-7384	"anaerobic_energy_metabolism_(invertebrates,_mitochondrial)"	0	0.706650282	0.270235489	-0.065981148	-0.183276639	0.051314343	0.387759777
NONOXIPENT-PWY	pentose_phosphate_pathway_(non-oxidative_branch)	49.91580949	0.047961359	0.468569903	0.065459946	-0.111551288	0.242471179	0.59080553
ALL-CHORISMATE-PWY	superpathway_of_chorismate_metabolism	44.45544801	0.166579738	0.655166097	-0.065007435	-0.350303225	0.220288356	0.75983093
PWY-6598	sciadonate_biosynthesis	43.87950091	0.16979221	0.661653099	-0.063371708	-0.347186135	0.22044272	0.75983093
PWY-5080	very_long_chain_fatty_acid_biosynthesis_I	43.87950091	0.16979221	0.661653099	-0.063371708	-0.347186135	0.22044272	0.75983093
PWY-7626	bacilysin_biosynthesis	43.87950091	0.16979221	0.661653099	-0.063371708	-0.347186135	0.22044272	0.75983093
PWY-7619	juniperonate_biosynthesis	43.87950091	0.16979221	0.661653099	-0.063371708	-0.347186135	0.22044272	0.75983093
PWY0-1586	peptidoglycan_maturation_(meso-diaminopimelate_containing)	0.002524501	0.3622875	0.289722198	0.062159558	-0.052912607	0.177231723	0.409325464
PWY-922	mevalonate_pathway_I	3.682885993	0.358120832	0.319332633	-0.060473859	-0.179496742	0.058549023	0.44098316
PWY-6470	peptidoglycan_biosynthesis_V_(&beta;-lactam_resistance)	38.3707132	0.12715846	0.458148642	0.059990837	-0.098494225	0.2184759	0.581225411
PWY-6148	tetrahydromethanopterin_biosynthesis	0	0.730372263	0.658326903	-0.059877782	-0.325259615	0.205504052	0.75983093
PWY1F-823	leucopelargonidin_and_leucocyanidin_biosynthesis	28.24815728	0.20349343	0.458862166	-0.059875897	-0.218308669	0.098556876	0.581225411
PWY-241	"C4_photosynthetic_carbon_assimilation_cycle,_NADP-ME_type"	35.80345872	0.158035516	0.461879598	0.058222796	-0.096875748	0.21332134	0.583705638
PWY-5005	biotin_biosynthesis_II	13.15456095	0.067069865	0.377333445	-0.058190703	-0.187380868	0.070999462	0.499785404
DAPLYSINESYN-PWY	L-lysine_biosynthesis_I	59.59968501	0.017579988	0.565081558	0.05788624	-0.139320336	0.255092816	0.680225011
PWY-7389	superpathway_of_anaerobic_energy_metabolism_(invertebrates)	0	0.5723451	0.334711075	-0.057741858	-0.175058851	0.059575135	0.457632264
PWY-6126	superpathway_of_adenosine_nucleotides_de_novo_biosynthesis_II	57.75346346	0.023389393	0.559547914	-0.057433038	-0.250345035	0.13547896	0.677606374
RHAMCAT-PWY	L-rhamnose_degradation_I	59.23410966	0.018288647	0.576694448	-0.05591698	-0.252247007	0.140413047	0.689281216
COLANSYN-PWY	colanic_acid_building_blocks_biosynthesis	56.63906572	0.023772941	0.565413893	-0.055875814	-0.24639602	0.134644391	0.680225011
PWY-5534	propylene_degradation	0	0.726502839	0.404117734	-0.055782539	-0.186830259	0.075265181	0.523926756
PWY-7456	mannan_degradation	1.296299547	0.296202364	0.363333411	0.054027105	-0.062460785	0.170514996	0.484737795
PWY-5384	sucrose_degradation_IV_(sucrose_phosphorylase)	58.39304492	0.023014603	0.600491787	0.051934034	-0.142433188	0.246301256	0.713083997
PWY-7165	L-ascorbate_biosynthesis_VI_(engineered_pathway)	0	0.664099091	0.40154905	-0.049214355	-0.164202082	0.065773372	0.521824356
PWY-181	photorespiration	0.001164112	0.423740753	0.44070791	0.048829518	-0.075300574	0.17295961	0.563410808
PWY-7013	"L-1,2-propanediol_degradation"	42.80054842	0.08088626	0.563752627	-0.048660296	-0.213871272	0.11655068	0.680225011
PWY-6641	superpathway_of_sulfolactate_degradation	0.003505516	0.364870901	0.534306629	0.048506466	-0.104477096	0.201490029	0.660096306
GLCMANNANAUT-PWY	"superpathway_of_N-acetylglucosamine,_N-acetylmannosamine_and_N-acetylneuraminate_degradation"	77.56927107	0.000340924	0.719818506	-0.048187515	-0.311486744	0.215111715	0.812848951
ANAGLYCOLYSIS-PWY	glycolysis_III_(from_glucose)	77.57015136	0.000526686	0.722501602	0.047703883	-0.215583351	0.310991116	0.812848951
GLYCOLYSIS	glycolysis_I_(from_glucose_6-phosphate)	0	0.61080518	0.428198387	-0.046484886	-0.161480711	0.068510938	0.549970422
PWY-6662	superpathway_of_quinolone_and_alkylquinolone_biosynthesis	0.00650703	0.206745645	0.575212756	-0.046302376	-0.208244639	0.115639887	0.689004845
PWY-7218	photosynthetic_3-hydroxybutanoate_biosynthesis_(engineered)	0	0.759237057	0.452593609	0.046188057	-0.074338046	0.16671416	0.575933207
PWY-6124	inosine-5'-phosphate_biosynthesis_II	64.75503349	0.010984129	0.668319435	-0.04612708	-0.257134731	0.164880572	0.76558006
PWY-6731	starch_degradation_III	18.1165437	0.172614145	0.507375472	-0.045433432	-0.179758184	0.08889132	0.633931713
PANTO-PWY	phosphopantothenate_biosynthesis_I	0	0.787591223	0.452573124	0.044055083	-0.070899889	0.159010056	0.575933207
PWY-6660	2-heptyl-3-hydroxy-4(1H)-quinolone_biosynthesis	0.001453289	0.206840854	0.594369199	-0.043995522	-0.205924486	0.117933442	0.707337859
PWY-4321	L-glutamate_degradation_IV	28.01172357	0.190792762	0.557193689	-0.043548275	-0.188950116	0.101853567	0.67624168
P165-PWY	superpathway_of_purines_degradation_in_plants	0.007999937	0.411306452	0.544504859	-0.042466238	-0.179809886	0.09487741	0.665237643
PWY-5104	L-isoleucine_biosynthesis_IV	17.21261546	0.218787744	0.532936695	0.042410295	-0.090899622	0.175720213	0.659883413
P125-PWY	"superpathway_of_(R,R)-butanediol_biosynthesis"	55.52658068	0.033849283	0.659340939	0.042254822	-0.145616221	0.230125865	0.75983093
PWY-6562	norspermidine_biosynthesis	9.756582855	0.433912693	0.529013582	-0.040257329	-0.165597039	0.085082381	0.656501089
PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY	protocatechuate_degradation_II_(ortho-cleavage_pathway)	0.00297447	0.528223431	0.494342134	-0.040104589	-0.155119761	0.074910582	0.619051172
PYRIDNUCSAL-PWY	NAD_salvage_pathway_I	56.61181169	0.029069762	0.68351338	-0.039575807	-0.22984364	0.150692025	0.778131967
PWY1G-0	mycothiol_biosynthesis	68.00225468	0.004419033	0.731009822	-0.038798758	-0.259997206	0.182399691	0.820338924
CRNFORCAT-PWY	creatinine_degradation_I	0.007029135	0.423575289	0.511907179	-0.038497706	-0.153541863	0.076546451	0.638146732
PWY-5156	superpathway_of_fatty_acid_biosynthesis_II_(plant)	0	0.57095151	0.609094146	-0.037348535	-0.180497766	0.105800696	0.719789435
TEICHOICACID-PWY	teichoic_acid_(poly-glycerol)_biosynthesis	59.83488796	0.019015159	0.722860229	-0.03577002	-0.233458362	0.161918323	0.812848951
PWY-6210	2-aminophenol_degradation	0	0.483799514	0.54243613	-0.035746925	-0.150767222	0.079273372	0.664182906
PWY-2723	trehalose_degradation_V	0.003285747	0.235423215	0.54852498	-0.035232582	-0.150328965	0.0798638	0.668666513
PWY-7528	L-methionine_salvage_cycle_I_(bacteria_and_plants)	0	0.469595298	0.660107773	-0.034315455	-0.187254304	0.118623393	0.75983093
PWY-1269	CMP-3-deoxy-D-manno-octulosonate_biosynthesis_I	90.54006767	3.64E-08	0.86862663	-0.034030096	-0.437273564	0.369213372	0.932969343
FERMENTATION-PWY	mixed_acid_fermentation	14.87610489	0.238286293	0.611434279	-0.033905413	-0.164712169	0.096901343	0.71987241
P185-PWY	formaldehyde_assimilation_III_(dihydroxyacetone_cycle)	66.21733463	0.005727884	0.758874336	0.033741903	-0.181703305	0.249187111	0.844726786
PWY-7211	superpathway_of_pyrimidine_deoxyribonucleotides_de_novo_biosynthesis	74.08629415	0.00252411	0.796693373	-0.032254391	-0.277636256	0.213127475	0.879715528
PWY-7090	"UDP-2,3-diacetamido-2,3-dideoxy-&alpha;-D-mannuronate_biosynthesis"	0	0.526405135	0.634498872	-0.031794075	-0.162872508	0.099284357	0.742878826
PWY-7118	chitin_degradation_to_ethanol	0	0.60381286	0.613484767	-0.031063118	-0.151597537	0.0894713	0.720746496
PWY4FS-7	phosphatidylglycerol_biosynthesis_I_(plastidic)	0.005852659	0.345555149	0.608883828	-0.030037273	-0.145096346	0.0850218	0.719789435
PWY4FS-8	phosphatidylglycerol_biosynthesis_II_(non-plastidic)	0.00909497	0.34551982	0.61005747	-0.029939798	-0.14500237	0.085122774	0.719789435
PWY-6123	inosine-5'-phosphate_biosynthesis_I	63.4128493	0.013329958	0.77706523	-0.029926206	-0.237078596	0.177226183	0.859764944
P101-PWY	ectoine_biosynthesis	58.33259941	0.121338529	0.851177359	-0.029826459	-0.341413188	0.281760271	0.919605342
PWY-6748	nitrate_reduction_VII_(denitrification)	0.015259483	0.320817546	0.672577787	0.029637737	-0.10781408	0.167089553	0.76885967
PWY66-400	glycolysis_VI_(metazoan)	44.90966932	0.061936873	0.739193505	-0.02862773	-0.197163896	0.139908435	0.827836629
PWY-6892	thiazole_biosynthesis_I_(E._coli)	74.814145	0.000902627	0.825164283	0.028034249	-0.220694574	0.276763071	0.898530307
PWY-5754	4-hydroxybenzoate_biosynthesis_I_(eukaryotes)	0.0007141	0.281023902	0.635019831	0.027868932	-0.087204109	0.142941974	0.742878826
PWY-1622	formaldehyde_assimilation_I_(serine_pathway)	0	0.661292089	0.674402783	0.026592833	-0.097471344	0.15065701	0.769349758
PWY-7199	pyrimidine_deoxyribonucleosides_salvage	41.15068252	0.0664045	0.755851403	0.025826945	-0.136972913	0.188626802	0.843065027
PWY-3781	aerobic_respiration_I_(cytochrome_c)	0.000625948	0.204381605	0.661921681	-0.025678753	-0.140780187	0.089422681	0.75983093
PWY-7539	6-hydroxymethyl-dihydropterin_diphosphate_biosynthesis_III_(Chlamydia)	89.62947772	2.45E-08	0.900584154	0.024555896	-0.360709417	0.409821209	0.952441207
PWY-1361	benzoyl-CoA_degradation_I_(aerobic)	26.91498982	0.262567707	0.771346273	0.024162228	-0.138792885	0.187117341	0.856110092
PWY3O-1109	superpathway_of_4-hydroxybenzoate_biosynthesis_(yeast)	0.000788751	0.188040388	0.689890766	0.023433343	-0.091674745	0.13854143	0.783772808
PWY-4041	&gamma;-glutamyl_cycle	0.008057522	0.124162923	0.692513818	0.023232946	-0.091917404	0.138383296	0.785133978
PWY-7117	"C4_photosynthetic_carbon_assimilation_cycle,_PEPCK_type"	29.8152616	0.126390322	0.772208196	0.021804652	-0.125822809	0.169432114	0.856110092
P4-PWY	"superpathway_of_L-lysine,_L-threonine_and_L-methionine_biosynthesis_I"	54.10079486	0.030283965	0.820420099	0.021431135	-0.163605805	0.206468074	0.898530307
GLYCOCAT-PWY	glycogen_degradation_I_(bacterial)	0.006671288	0.378344042	0.721383384	-0.020932756	-0.135981089	0.094115577	0.812848951
ANAEROFRUCAT-PWY	homolactic_fermentation	47.4296063	0.060710044	0.822327905	0.01977649	-0.152839335	0.192392314	0.898530307
DHGLUCONATE-PYR-CAT-PWY	glucose_degradation_(oxidative)	0.000133984	0.405473964	0.748263635	-0.019735636	-0.140263994	0.100792723	0.836294651
ASPASN-PWY	superpathway_of_L-aspartate_and_L-asparagine_biosynthesis	60.47060386	0.018531118	0.846818188	0.019656354	-0.17977316	0.219085868	0.916693166
PWY-7124	ethylene_biosynthesis_V_(engineered)	11.53886381	0.273937445	0.813366884	0.018977308	-0.138571352	0.176525969	0.896330306
PWY-6281	L-selenocysteine_biosynthesis_II_(archaea_and_eukaryotes)	16.49961927	0.264796652	0.821269187	-0.017094615	-0.165403247	0.131214018	0.898530307
PWY-6992	"1,5-anhydrofructose_degradation"	8.13E-05	0.288296093	0.82479977	0.016443532	-0.129140213	0.162027276	0.898530307
PWY-7229	superpathway_of_adenosine_nucleotides_de_novo_biosynthesis_I	48.54079922	0.060337996	0.855925375	-0.016160667	-0.190613916	0.158292582	0.922925404
PWY-6957	mandelate_degradation_to_acetyl-CoA	23.3125189	0.253484997	0.879770431	0.015968696	-0.190946679	0.222884072	0.938448149
PWY-6147	6-hydroxymethyl-dihydropterin_diphosphate_biosynthesis_I	89.63699246	2.29E-08	0.935633791	0.015880725	-0.369534334	0.401295784	0.978146648
MET-SAM-PWY	superpathway_of_S-adenosyl-L-methionine_biosynthesis	57.36756906	0.021677695	0.871900628	0.015794698	-0.176193178	0.207782575	0.934663903
PWY-5532	adenosine_nucleotides_degradation_IV	0.007701781	0.323109799	0.823037625	-0.013763337	-0.134384311	0.106857637	0.898530307
PWY-6703	preQ0_biosynthesis	40.87414452	0.095508737	0.868493838	0.01370098	-0.148484887	0.175886847	0.932969343
PWY-3801	sucrose_degradation_II_(sucrose_synthase)	39.47458911	0.113143171	0.874225612	-0.01293824	-0.173137498	0.147261018	0.935336529
UDPNACETYLGALSYN-PWY	UDP-N-acetyl-D-glucosamine_biosynthesis_II	0	0.605810052	0.826778341	0.012838273	-0.102145696	0.127822242	0.898530307
HOMOSER-METSYN-PWY	L-methionine_biosynthesis_I	51.3187656	0.039122788	0.892539405	-0.012379098	-0.191980018	0.167221822	0.947570736
PWY-6396	"superpathway_of_2,3-butanediol_biosynthesis"	46.32720639	0.076279062	0.887562664	-0.012309439	-0.182945502	0.158326623	0.944106231
PWY-7345	superpathway_of_anaerobic_sucrose_degradation	39.56197245	0.112572098	0.880540278	-0.012293113	-0.172616243	0.148030018	0.938448149
PWY-7328	superpathway_of_UDP-glucose-derived_O-antigen_building_blocks_biosynthesis	0	0.790443287	0.846012173	-0.011389432	-0.126331926	0.103553062	0.916693166
PWY-2201	folate_transformations_I	60.19948922	0.112944435	0.961893932	0.009859108	-0.394592388	0.414310604	0.990660854
SER-GLYSYN-PWY	superpathway_of_L-serine_and_glycine_biosynthesis_I	46.4520299	0.060552039	0.912237816	-0.009615723	-0.180610999	0.161379553	0.961076552
PWY-5913	TCA_cycle_VI_(obligate_autotrophs)	14.66668188	0.226527337	0.904470336	0.007996339	-0.122590537	0.138583216	0.954718688
PWY-6785	hydrogen_production_VIII	0	0.980942948	0.895400694	0.007911572	-0.110031502	0.125854647	0.948780351
PWY-6145	superpathway_of_sialic_acids_and_CMP-sialic_acids_biosynthesis	8.762918352	0.414935998	0.931168044	-0.007239224	-0.171506212	0.157027764	0.97542508
PWY-5347	superpathway_of_L-methionine_biosynthesis_(transsulfuration)	53.56451114	0.031379411	0.939091791	0.007170728	-0.176759503	0.191100959	0.978146648
PWY0-781	aspartate_superpathway	50.07041517	0.040963443	0.937768055	0.007062412	-0.170228625	0.184353449	0.978146648
PWY-6350	archaetidylinositol_biosynthesis	52.49738097	0.146804226	0.972347097	-0.006843217	-0.393762864	0.380076429	0.995121891
PWY-5724	superpathway_of_atrazine_degradation	52.49738097	0.146804226	0.972347097	-0.006843217	-0.393762864	0.380076429	0.995121891
CENTFERM-PWY	pyruvate_fermentation_to_butanoate	65.68171821	0.009986559	0.951432459	0.006644475	-0.207168603	0.220457554	0.987621532
PWY-6797	6-hydroxymethyl-dihydropterin_diphosphate_biosynthesis_II_(archaea)	4.756821427	0.259957476	0.916280973	-0.006445018	-0.126613028	0.113722992	0.963493924
PWY-6590	superpathway_of_Clostridium_acetobutylicum_acidogenic_fermentation	65.65969708	0.009953941	0.953858568	0.006310277	-0.207438306	0.220058861	0.987924945
PWY-7312	dTDP-D-&beta;-fucofuranose_biosynthesis	0	0.790691494	0.921272038	0.005795943	-0.109145512	0.120737398	0.966896939
DENITRIFICATION-PWY	nitrate_reduction_I_(denitrification)	18.49667178	0.23803918	0.951773201	-0.004155159	-0.138810213	0.130499895	0.987621532
UNMAPPED	374423	35.23242045	0.163758485	0.959893595	-0.003959106	-0.15826716	0.150348947	0.990452006
PWY-5154	L-arginine_biosynthesis_III_(via_N-acetyl-L-citrulline)	77.04488845	0.000438634	0.978463891	-0.003584037	-0.26380404	0.256635965	0.995121891
PWY-1541	superpathway_of_taurine_degradation	0	0.512325614	0.95885953	0.003026828	-0.111977465	0.118031121	0.990452006
PWY-101	photosynthesis_light_reactions	0	0.963159076	0.966982935	0.002491062	-0.115462272	0.120444396	0.994044025
PWY-7290	Escherichia_coli_serotype_O86_O-antigen_biosynthesis	49.52618126	0.140591844	0.989976175	0.002152936	-0.333719528	0.3380254	0.995121891
UNINTEGRATED	587262	31.91204254	0.194372123	0.979422021	-0.001974671	-0.15202328	0.148073939	0.995121891
METSYN-PWY	L-homoserine_and_L-methionine_biosynthesis	54.94923666	0.028378664	0.986469488	0.001615988	-0.185147132	0.188379107	0.995121891
PWY-5651	L-tryptophan_degradation_to_2-amino-3-carboxymuconate_semialdehyde	62.81093235	0.101045602	0.995121891	0.001332619	-0.425875768	0.428541005	0.995121891
PWY-7411	superpathway_of_phosphatidate_biosynthesis_(yeast)	62.81093235	0.101045602	0.995121891	0.001332619	-0.425875768	0.428541005	0.995121891
PWY-6981	chitin_biosynthesis	62.81093235	0.101045602	0.995121891	0.001332619	-0.425875768	0.428541005	0.995121891
PWY-3502	superpathway_of_NAD_biosynthesis_in_eukaryotes	62.81093235	0.101045602	0.995121891	0.001332619	-0.425875768	0.428541005	0.995121891
PWY-6351	"D-myo-inositol_(1,4,5)-trisphosphate_biosynthesis"	62.81093235	0.101045602	0.995121891	0.001332619	-0.425875768	0.428541005	0.995121891
NADSYN-PWY	NAD_biosynthesis_II_(from_tryptophan)	62.81093235	0.101045602	0.995121891	0.001332619	-0.425875768	0.428541005	0.995121891
PWY-7283	wybutosine_biosynthesis	62.81093235	0.101045602	0.995121891	0.001332619	-0.425875768	0.428541005	0.995121891
PWY-5872	ubiquinol-10_biosynthesis_(eukaryotic)	62.81093235	0.101045602	0.995121891	0.001332619	-0.425875768	0.428541005	0.995121891
PWY-5654	2-amino-3-carboxymuconate_semialdehyde_degradation_to_2-oxopentenoate	0	0.795534608	0.989431135	0.000776829	-0.114163534	0.115717192	0.995121891
