ID	S1	S2	S3	S4	S5	S6	S7	S8	S9	S11	S12	S13	S14	S15	S16	S17	S18	S19	S21	S22	S23	S24	S25	S26	S27	S28	S29	S31	S32	S33	S34	S35	S36	S37	S38	S39
s__Candidatus_Stoquefichus_sp_KLE1796	0	0	0	0.05993	0	0.24554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Catenibacterium_mitsuokai	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01538	0	0	0	0
s__Coprobacillus_cateniformis	0	0.1298	0.00774	0	0	0	0	0	0	0	0	0	0	0.05225	0	0.02643	0	0	0	0	0	0	0	0	0	0.04117	0	0	0	0	0	0	0	0	0	0
s__Dielma_fastidiosa	0.0051	0	0	0	0	0	0.00394	0	0	0.00893	0	0	0	0	0.00705	0	0	0	0	0	0	0.00301	0	0	0.0048	0	0	0	0	0	0	0	0	0	0.02505	0
s__Clostridium_innocuum	0	0.08149	0.48898	0.00719	0.11075	0.08995	0.00273	0	0.00275	0.00193	0	0.00017	0.00083	0	0	0.01508	0	0	0.00847	0.0087	0.04408	0	0	0	0	0.04585	0.0318	0	0.03035	0.00116	0.04336	0.00221	0	0	0	0.0236
s__Clostridium_spiroforme	0	0	0.00349	0.00218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00381	0	0	0	0	0	0	0	0	0	0	0	0.00288	0	0	0
s__Erysipelatoclostridium_ramosum	0	0.00482	0.02142	0.04889	0.00925	0.0346	0	0	0	0	0	0	0.07086	0	0.00595	0.68597	0.00562	0	0.07507	0	0	0	0	0	2e-04	0.01899	0	0.00553	0	0.00453	0.05307	0	0	0	0	0.16359
s__Erysipelothrix_larvae	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0	0	0.28962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Faecalitalea_cylindroides	0	0	0	0.00068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Holdemanella_biformis	0	0	0	0	0	0	0	1.55718	0	0	0	0	0	0.18131	0	0	0	0	0	0	0	0.17451	0	0	0.02989	0	0.04545	0	0.03734	0	0	0.19366	0	0.00024	0.27295	0
s__Holdemania_filiformis	0	0	0.0456	0.13025	0.22923	0	0.00587	0	0	0.00336	0	0	0.01149	0	0.00839	0	0.00537	0.00964	0	0	0	0	0	0	0	0.00687	0	0	0	0	0	0.01006	0.01612	0.01137	0	0
s__Solobacterium_moorei	0	0	0	0	0	0	0	0	0	0	0	0.00126	0	0	0	0	0	0	0	0	0	0	0.0198	0	0	0	0	0	0	0	0	0	0	0.03316	0	0
s__Turicibacter_sanguinis	0	0	0	0	0	0	2.81239	0	0.08782	0	0	0	0	0	0	0	1e-04	0	0	0	0	0	0	0	0.14552	0	0	0	0	0	0	0.00166	0	0	0	0
s__Firmicutes_bacterium_CAG_110	0	0	0	0	0	0	0	0.00103	0	0	0	0.01374	0.00304	0	0.02052	0	0	0	0	0	0	0	0.02315	0	0.11732	0	0	0	0	0	0	0.08064	0	0.04716	0	0
s__Firmicutes_bacterium_CAG_145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00016	0	0	0	0	0	0	0	0	0	0	0	0.008	0	0.00062	0	0	0	0	0	0	0
s__Firmicutes_bacterium_CAG_170	0	0	0	0	0	0	0	0.10481	0	0	0	0	0	0	0.02239	0	0	0	0	0	0	0	0.04362	0	0	0	0	0	0	0	0	0.64192	0	0.02351	0	0
s__Firmicutes_bacterium_CAG_83	0.06956	0	0	0.05125	0	0.06216	0.1283	0.53473	0	0	0.0274	0.10286	0.23432	0.04252	0.05272	0	0.01514	0	0	0	0	0	0.05108	0	0.08856	0	0.97269	0.72259	1.12203	0.22562	0	0.56146	1.23591	0.26448	0.07762	0.00744
s__Firmicutes_bacterium_CAG_95	0	0	0	0	0	1.26145	0.00072	0.16564	0	0	0	0	0.00725	0	0.11707	0	0	0	0	0	0	0	0.04388	0	0	0	0.00127	0	0.00161	0	0	0.43728	0	0.06059	0	0
s__Phascolarctobacterium_faecium	0.48872	3.73913	0.08174	1.47425	2.00362	0.25717	4.56369	0.31056	0.13647	2.9398	1.19776	0.50812	0.63169	0.68345	0.60128	0	0.01358	1.00203	0	0	0	0	0	3.8734	6.19819	1.46067	0.19239	0	0.11525	0.45675	0.02889	0	0.20886	0	0	0
s__Phascolarctobacterium_succinatutens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1819	0	0	0	0	0	0	0	0	0	3.25024	0	0	6.1752	0
s__Megamonas_funiformis	0	0	0	2.12166	0.0048	0	0	0.15361	22.96437	0	0	0.02233	0.00366	0.01212	0.28593	0	0.03229	0.00922	0	0	0	0	0.25384	0	0.69243	0	0.38293	0	0.37022	0.36231	0	0	0.25351	0.17557	0	0.01386
s__Megamonas_funiformis_CAG_377	0	0	0	0	0	0	0	0.11158	0	0	0	0	0.00056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Megamonas_hypermegale	0	0	0	0.90165	0	0	0.00092	0.02002	1.4732	0.13437	0	0.00239	0	0.15919	0.03007	0	0.00353	0	0	0	0	0	0.01785	0	0.14152	0	0.03579	0	0.03791	0.04727	0	0	0.01261	0.0378	0	0
s__Megamonas_rupellensis	0	0	0	5.85537	0.00203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Selenomonas_sp_oral_taxon_126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00827	0	0
s__Selenomonas_sputigena	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06536	0	0	0	0	0	0	0	0	0	0	0.08235	0	0
s__Allisonella_histaminiformans	0	0	0	0	0	0.04717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04997	0	0	0	0	0	0	0	0	0.00206	0	0.12223	0.01409	0
s__Anaeroglobus_geminatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Dialister_invisus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2062	0.0513	0	0	0.00524	0.36652	0	0	0	0	0	0	0.21005	0	0	0	0	0	0	0	0
s__Dialister_pneumosintes	0	0	0	0	0	0	0	0	0	0	0	0.01351	0	0	0	0	0	0	0	0	0	0.04009	0	0	0.03412	0	0	0.10327	0	0.33744	0.05817	0.05547	0.05731	0	0.01841	0
s__Dialister_sp_CAG_357	0	0.60145	0.00125	0	0	0	0	2.56723	0.01087	0	0	0	0.11728	1.93434	0	0	0	0	0	0	0	0	0	0	0	0	1.09044	0	0.71797	0	0	0	0	0.00156	0	0
s__Megasphaera_elsdenii	0	0	0	0	0	0	0	0	0.00413	0.09915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Megasphaera_micronuciformis	0	0	0	0.01031	0.00509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.87339	0	0	0	0	0	0	0	0	0	0.01105	0.00587	0	0	0	0	0
s__Veillonella_atypica	0	0	0	0.00432	0.00493	0	0	0	0	0	0	0	0	0	0.0512	0	0	0	0.01682	0	0	0.47712	0	0.00804	0	0	0	0	0	0.11286	0.00182	0	0.00177	0	0.88393	0.02724
s__Veillonella_dispar	0	0	0	0	0	0	0	0	0.00164	0	0	0	0	0	0.00441	0	0	0	0	0	0	0	0.00404	0	0	0	0	0.00171	0	0.04601	0	0	0.00525	0	0	0
s__Veillonella_infantium	0.00179	0	0	0	0.00158	0	0	0	0.01208	0	0	0.00089	0	0	0.01197	0	0.00219	0	0	0	0	0	0	0	0	0	0	0	0	0.00799	0.00052	0	0	0	0	0
s__Veillonella_parvula	0.02031	0	0	0.02192	0.02225	0.01156	0.00222	0	0.24954	0	0.00173	0.00825	0	0	0.00218	0.03059	0.03255	0.03147	0.02685	1.29641	0.01316	0	0.00139	0.07104	0	0	0	0.13259	0	0.06334	0.89679	0	0.04023	0.01869	0.00134	0.0274
s__Veillonella_rogosae	0	0	0	0	0	0	0	0	0.00307	0	0	0.00405	0	0	0	0	0	0	0	0	0	0	0	0.00356	0	0	0	0	0	0	0	0	0	0	0	0
s__Veillonella_sp_T11011_6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0483	0.00157	0	0	0	0	0
s__Veillonella_tobetsuensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00273	0	0	0	0	0	0	0	0	0.00771	0	0	0
s__Anaerococcus_vaginalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01034	0	0	0	0	0	0	0	0
s__Parvimonas_micra	0	0	0	0	0.00837	0	0	0	0	0	0	0.03868	0	0	0	0	0.01005	0	0	0	0	0	0.04441	0	0.00384	0	0.00218	0.01853	0	0.00999	0	0	0.0287	0.08543	0	0.00125
s__Parvimonas_sp_KA00067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0284	0	0.04002	0	0	0	0	0	0	0	0	0	0	0.01311	0
s__Parvimonas_sp_oral_taxon_110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00895	0	0	0	0	0	0	0	0	0
s__Peptoniphilus_duerdenii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02853	0	0	0	0	0	0	0	0
s__Peptoniphilus_harei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01731	0	0	0	0	0
s__Bacteroides_coagulans	0	0	0	0	0	0	0.02809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Fusobacterium_equinum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00173	0	0	0	0
s__Fusobacterium_gonidiaformans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07368	0	0.0374	0	0	0.01121	0	0	0	0
s__Fusobacterium_hwasookii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0333	0	0	0	0	0	0	0	0	0	0	0.06014	0	0
s__Fusobacterium_mortiferum	0	0	0	0	0	0	0.80967	0	0	0	0	3.13169	0	0.69704	0	0	0.00069	0	0	0	0	0	0	0.29972	0	0	0.45453	0	0.21565	0	0	0	0.03642	0	0	0
s__Fusobacterium_naviforme	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03896	0	0	0	0	0	0	0	0
s__Fusobacterium_nucleatum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.49817	0	0.00763	0	0	0.01886	0	0.08853	0	0	0	0.43097	0	0
s__Fusobacterium_periodonticum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00227	0.09969	0	0	0	0	0	0	0	0	0	0.00053	0.09644	0.00339	0
s__Fusobacterium_sp_oral_taxon_370	0	0	0	0	0	0	0	0	0	0	0	0.03502	0	0	0	0	0.0161	0	0	0	0.00895	0.08626	0.50557	0.01956	0.00321	0	0	0	0	0	0	0	0.02638	0.53033	0.08733	0.00383
s__Fusobacterium_ulcerans	0.5069	0	0.01733	0	0.24379	0	0	0	0	0	0	0	0	0	0	0.1228	0	0	0	0.22447	0	0	0	0.00723	0	0.21275	0	0	0	0	0.04378	0	0.00197	0	0	0
s__Fusobacterium_varium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02459	0.00406	0.37809	0	0	0.01334	0	0.00174	0.0546	0	0	0.02364	0.02129	0.00611	0
s__Leptotrichia_hofstadii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00658	0	0	0	0	0	0	0	0	0	0	0.01172	0	0
s__Leptotrichia_sp_oral_taxon_215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00533	0	0
s__Victivallis_vadensis	0	0	0	0	0	0	0	0.00051	0	0	0	0	0	0.01498	0.00234	0	0	0	0	0	0	0	0	0	0.00418	0	0.0637	0	0.30075	0	0	0	0	0	0	0
s__Phyllobacterium_myrsinacearum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Comamonas_kerstersii	0	0	0	0	0	0	0.17891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.57301	0	0	0	0
s__Comamonas_testosteroni	0	0	0	0	0	0	0	0.00107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Oxalobacter_formigenes	0	0	0	0	0.00351	0.0822	0.06198	0	0	0.03755	0	0	0.0058	0	0	0	0	0	0	0	0	0	0	0	0.00567	0	0.13159	0	0.1087	0	0	0	0	0	0.02943	0
s__Parasutterella_excrementihominis	0.00434	0	0	0	1.06206	0	0.3795	1.29087	0.07108	0.04618	0.50743	0	0.5923	0.12796	0.5706	0.69506	0.03906	0.12639	0.05745	0	1.61047	0.15953	0.76884	0	0.06338	1.97397	1.00116	0.16732	0.98552	0	0	0.02338	0.00031	1.01573	0.26266	0.09386
s__Sutterella_parvirubra	0	0	0	0	0	0	0	0	0	0	0	3.97826	0.01174	0	0	0	0.05043	0.13806	0	0	0	0.01104	0	0.0462	0	0	0	0	0	0.00682	0	0.01791	3.27871	0	0.0472	0
s__Turicimonas_muris	0.00259	0	0	0	0.06518	0	0.01932	0.0354	0.04873	0.05628	0.01534	0	0.20901	0.00218	0.03286	0.05882	0	0.15075	0.00538	0	0.0251	0.00972	0.01764	0	0	0.00618	0.07608	0.02429	0.05939	0	0	0	0	0.05123	0.0098	0.00603
s__Eikenella_corrodens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24892	0	0	0	0	0	0	0.02608	0.02501	0	0.0118	0.2393	0	0
s__Neisseria_flavescens	0	0	0	0	0	0	0	0	0.00074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02762	0	0	0
s__Neisseria_subflava	0	0	0	0	0	0	0	0	0.00197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Bilophila_wadsworthia	0.06856	0.71015	0.00093	0	0.11545	0.67811	0.20838	0.07428	0.00867	1.54856	0.32905	0.03269	0.23931	0.02628	0	0	0	0	0.03063	0	0.90194	0.20667	0.02259	0.06706	0.6036	0.18787	0.15752	0.23221	0.11404	0.15776	0.02124	0.09369	0.01612	0.03604	0.32417	0.06532
s__Desulfovibrio_fairfieldensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01806	0	0	0	0	0	0	0	0	0	0	0
s__Desulfovibrio_piger	0	0	0	0	0	0	0	0.27496	0.12973	0	0	0	0.66541	0.63817	0.52921	0	0.0012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.17083	0	0	0	0
s__Campylobacter_concisus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02123	0	0	0.00467	0	0
s__Campylobacter_rectus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.039	0	0	0	0	0	0	0	0	0	0	0.2472	0	0
s__Campylobacter_showae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0064	0	0	0	0	0	0	0.03033	0	0	0.00014	0.05041	0	0
s__Campylobacter_ureolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02797	0	0
s__Aeromonas_caviae	0	0	0	0	0	0	0	0	2.75408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Aeromonas_hydrophila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04928	0	0	0	0	0	0	0	0	0	0	0.00472	0	0	0	0
s__Aeromonas_media	0	0	0	0	0	0	0	0	0.16831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Aeromonas_veronii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22736	0	0	0	0
s__Shewanella_algae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.37073	0	0	0	0
s__Citrobacter_freundii	0	0	0	0	0	0	0	0.00886	0.00647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Citrobacter_pasteurii	0	0.02016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Citrobacter_youngae	0	0	0.03151	0	0	0	0	0.00499	0.00353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Enterobacter_cloacae_complex	0	0	0	0	0	0	0	0.35411	0.02797	0	0	0	0	0	0	0	0	0.00482	0	0	0	0	0	0	0.92064	0	0	0	0	0	0	0	0	0	0	0
s__Enterobacter_mori	0	0	0	0	0	0	0.71047	0	0.01648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09798	0	0	0	0	0	0
s__Escherichia_coli	6.7908	3.4637	1.52448	0.48605	0.29536	0.05595	0.10696	0.0558	1.29025	1.32422	0.00542	0.00077	0.01122	0.01536	0.20649	0.16814	0.59949	27.53299	0.46183	1.88608	0.83152	6.35256	0	10.27608	0.68309	0.46042	0.02004	2.62204	0.02218	0.04964	13.86619	3.28324	0.19831	0.00948	9.57346	1.03844
s__Klebsiella_aerogenes	0	0	0	0.39283	0	0.61661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00843	0	0	0
s__Klebsiella_grimontii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Klebsiella_michiganensis	0	0.02062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Klebsiella_oxytoca	0.00441	0.00927	0	0	0	0	0	0	0.09754	0	0	0	0	0	0	0	0	8.05399	0	0	0	0	0	0	4.62368	0	0	0	0	0	0	0	0	0	0	0
s__Klebsiella_pneumoniae	0.79294	0	0	0.00478	0	0.26056	1.69441	0	24.5006	0	0	0	0	0	0	0	0.00839	2.53434	0	0.54067	0.0497	2.95001	0	0	0	0	0.83542	0	0.83495	0.05843	0.0104	0.64808	0	0.01153	3.17742	0.00231
s__Klebsiella_quasipneumoniae	0.05822	0	0	0	0	0.03493	0.10662	0	2.20655	0	0	0	0	0	0	0	0	0.73252	0	0.34038	0	0.64172	0	0	0	0	0.1129	0	0.04335	0.00551	0	0.04379	0	0	0.7081	0
s__Klebsiella_variicola	0.21435	0	0	0	0	0.17089	0.60678	0	8.45278	0	0	0	0	0	0	0	0	0.31693	0	0.14466	0.00528	0.8195	0	0	0	0	0.18062	0.01021	0.29415	0.02702	0	0.16306	0	0	0.99797	0
s__Raoultella_ornithinolytica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00766	0	0	0	0	0	0	0	0	0	0	0
s__Morganella_morganii	0	0	0	0	0	0	0	0	0.00587	0	0	0	0	0	0	0	0	0	0.02926	0	1.57559	0	0	0	0	0.0052	0	0	0	0	1.13071	0	0	0	0	0.0809
s__Proteus_hauseri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.018	0	0.08637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Proteus_mirabilis	0	0	0.00994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.35801	0	0	0	0	0	0	0.09143	0	0	0	0	0	0.36744	0	0	0	0	0
s__Proteus_penneri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.65715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Aggregatibacter_aphrophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14553	0	0.04776	0	0	0	0	0	0	0
s__Aggregatibacter_segnis	0	0	0	0	0	0	0	0	0.00611	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02039	0	0	0	0	0	0	0	0	0	0	0.03012	0	0
s__Aggregatibacter_sp_oral_taxon_458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00118	0	0	0
s__Haemophilus_influenzae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09756	0	0	0
s__Haemophilus_parahaemolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00149	0	0	0
s__Haemophilus_parainfluenzae	0.00549	0	0.00298	0.01919	0.02542	0.0088	0	0	0.72425	0.00063	0	0.17917	0	0.00151	0.00199	0	0.0144	0	0	0	0	0	0.08095	0.017	0	0	0	0.00243	0.00155	0.39447	0.13469	0.01087	0.07036	0.09509	0	0
s__Haemophilus_paraphrohaemolyticus	0	0	0	0.00284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Haemophilus_sp_HMSC71H05	0	0	0	0.01012	0.03301	0	0	0	0	0	0	0.0139	0	0	0	0	0.01239	0	0	0	0	0	0	0	0	0	0	0.00305	0	0	0	0	0	0	0	0
s__Haemophilus_sputorum	0	0	0	0	0	0	0	0	0	0	0	0.00546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00149	0.00406	0	0	0	0	0
s__Acinetobacter_johnsonii	0	0	0	0	0	0	0	0.09478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Acinetobacter_lwoffii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Hydrogenophilus_thermoluteolus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Proteobacteria_bacterium_CAG_139	0.07509	0	0	0	0.04306	0	0.02437	0.06223	1.5229	1.06335	0.02386	0	4.26181	0.00702	3.02462	1.14319	0.03245	2.17266	1.21737	0	0.05979	0.00456	0.04351	0	0.00085	0.08584	0.03581	3.3354	0.04851	0	0	0	0	0.04461	0.0094	1.74466
s__Treponema_socranskii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01392	0	0	0	0	0	0	0	0	0	0	0.03499	0	0
s__Treponema_vincentii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00438	0	0	0	0	0	0	0	0	0	0	0.06092	0	0
s__Cloacibacillus_evryensis	0	0	0	0.00255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00065	0	0	0	0	0	0	0	0.09044	0	0	0
s__Cloacibacillus_porcorum	0	0	0	0	0	0	0	0	0	0	0	0	0.00168	0	0	0	0	0	0	0	0	0	0	0	0.06287	0	0	0	0	0	0	0	0	0	0	0
s__Pyramidobacter_piscolens	0	0.01172	0	0.02986	0	0.01092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18698	0	0	0.03478	0	0.00922	0	0	0	0	0	0
s__Pyramidobacter_sp_C12_8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0016	0	0	0	0	0	0	0	0	0	0	0
s__Akkermansia_muciniphila	0	0	0	0	0	2.34175	0.23792	0.15203	0	0	0	0	0	0	0	0	0.08782	0	0	0	0	0	0	0	0.07109	6.95221	0	1.64583	0	0	0	2.88171	0	0	0	0
